,timestamp,user,nofol,retfl,noret,nofav,text,picurl,time,date
1012,2016-12-19 09:56:00,IamSyedAleem,16710,True,131,0,RT @KTRTRS: Please send me your contact details. We may be able to get this done at NIMS much more economically compared to pvt hospitals h…,http://pbs.twimg.com/profile_images/810552140422725632/nDw1wLzG_normal.jpg,09:56:00,2016-12-19
1013,2016-12-19 09:55:00,lan2in,269,False,0,0,"@TsspdclCorporat @KTRTRS @TOIHyderabad - No power in #RaghvendraColony Block B, #Kondapur till 15:24 from morning 10:30am",http://pbs.twimg.com/profile_images/462364243468107776/QjrlA8gY_normal.jpeg,09:55:00,2016-12-19
1014,2016-12-19 09:39:00,lan2in,269,False,0,0,"@TsspdclCorporat @KTRTRS @TOIHyderabad - What is the measurement of ""Soon"" - today or tomorrow....showing lack of communication clearly",http://pbs.twimg.com/profile_images/462364243468107776/QjrlA8gY_normal.jpeg,09:39:00,2016-12-19
1015,2016-12-19 09:09:00,lan2in,269,False,0,0,@TsspdclCorporat @KTRTRS @TOIHyderabad  - Looks like 2pm is not clocked in @TsspdclCorporat clocks and #ADE is not sure about the timing,http://pbs.twimg.com/profile_images/462364243468107776/QjrlA8gY_normal.jpeg,09:09:00,2016-12-19
1016,2016-12-19 07:40:00,lan2in,269,False,0,0,@TsspdclCorporat @KTRTRS @TOIHyderabad  - There should be a Notice or Community Msg before this kind of power issue from Morning 10:30am,http://pbs.twimg.com/profile_images/462364243468107776/QjrlA8gY_normal.jpeg,07:40:00,2016-12-19
1017,2016-12-19 07:32:00,lan2in,269,False,0,0,"Why there is no power in #RaghvendraColony, Kondapur @TsspdclCorporat - no notice in newspaper about maintenance also @KTRTRS @TOIHyderabad",http://pbs.twimg.com/profile_images/462364243468107776/QjrlA8gY_normal.jpeg,07:32:00,2016-12-19
1018,2016-12-19 04:58:00,drushayadav,8888,True,1,0,RT @Mahender23456: Today's News @KTRTRS @RaoKavitha @imvnaveenyadav @sangitayadavyad @drushayadav @RaoKavitha @balkasumantrs @yashwanthyada…,http://pbs.twimg.com/profile_images/423843205432356864/YFIZ15aq_normal.jpeg,04:58:00,2016-12-19
1019,2016-12-19 04:55:00,TelanganaPost1,4434,True,1,0,RT @abhivams: @KTRTRS @TelanganaPost1 @nitin_gadkari For road safety we need better roads too. @TV9Telugu @etvteluguindia @abntelugutv http…,http://pbs.twimg.com/profile_images/771038240329588736/HhJlV76r_normal.jpg,04:55:00,2016-12-19
1020,2016-12-18 21:53:00,RAMAKi115,29,True,79,0,RT @KTRTRS: Must watch. Learning revolution https://t.co/s33uetNntd via @youtube,http://pbs.twimg.com/profile_images/797607911446945792/E5lIbYHm_normal.jpg,21:53:00,2016-12-18
1021,2016-12-18 18:29:00,masattartrs,168,True,79,0,RT @KTRTRS: Must watch. Learning revolution https://t.co/s33uetNntd via @youtube,http://pbs.twimg.com/profile_images/788716786325696514/HmNnOoTN_normal.jpg,18:29:00,2016-12-18
1022,2016-12-18 17:42:00,Prabhas_Fan_Evr,388,False,0,0,"@KTRTRS thx for supporting the good cause sir, keep doing d good work 😊",http://pbs.twimg.com/profile_images/802349201036374016/QmW1d1WJ_normal.jpg,17:42:00,2016-12-18
1023,2016-12-18 17:08:00,BrajeshKokkonda,40,True,79,0,RT @KTRTRS: Must watch. Learning revolution https://t.co/s33uetNntd via @youtube,http://pbs.twimg.com/profile_images/500531323509829632/smGne-6o_normal.jpeg,17:08:00,2016-12-18
1024,2016-12-18 15:45:00,telanganaXpress,22,True,196,0,"RT @KTRTRS: Be who you are and say what you feel, because those who mind don't matter, and those who matter don't mind. Have a good weekend",http://pbs.twimg.com/profile_images/809430857014333440/BOw86Ogv_normal.jpg,15:45:00,2016-12-18
1025,2016-12-18 14:50:00,bussu_reddy,7,True,79,0,RT @KTRTRS: Must watch. Learning revolution https://t.co/s33uetNntd via @youtube,http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,14:50:00,2016-12-18
1026,2016-12-21 06:17:00,TNewstg,607,False,0,0,Minister #KTR #Speaks On #Establishment Of A #Dry_Port In #Telangana |#Telangana_Assembly |#TNews https://t.co/kYNz2ZyA4N,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,06:17:00,2016-12-21
1027,2016-12-21 05:36:00,TNewstg,607,False,0,0,"#Assembly #Question_Hour #Sessions | #KTR Spoke about The #Air_Pollutuion | #TNews
https://t.co/pBN2S8nRUg https://t.co/SNvsInle4G",http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,05:36:00,2016-12-21
1028,2016-12-20 17:47:00,TNewstg,607,False,0,0,#Assembly_Session | #Jana_Reddy Vs #KTR | #Telangana Movement | T News https://t.co/SUxlJS52FG,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,17:47:00,2016-12-20
1029,2016-12-20 14:53:00,TNewstg,607,False,0,0,Minister #KTR Speaks Over Contractors Tenders And Designs | Telangana #Assembly | #TNews https://t.co/do8mrAzPGW,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,14:53:00,2016-12-20
1030,2016-12-20 13:34:00,TNewstg,607,False,0,0,Assembly Question Hour | Ministers #KTR On Leather Park | #Harishrao | Etela | #Kadiyam | #TNews https://t.co/L1MpUCZMJ3,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,13:34:00,2016-12-20
1031,2016-12-20 13:19:00,TNewstg,607,False,0,1,Minister #KTR Full Speech In Assembly | Mission Bhageeratha | #Telangana | #TNews https://t.co/JAMkLO9OCA,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,13:19:00,2016-12-20
1032,2016-12-20 13:01:00,telugumesh,471,False,0,0,#khaidino150 #guru #dhruva #KTR Warns Congress in BalaKrishna Style  Telangana Assembly  NTV https://t.co/hJvrPEde4c,http://pbs.twimg.com/profile_images/658245089710493696/eh24JdZz_normal.jpg,13:01:00,2016-12-20
